player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,week,year
Josh Allen,46601,QB,BUF,1,3,4,0,0.0,0,0,4,0,0,0,11.0,0.0,2,5,4,3,0,45.8,53.8,0.0,47.0,,,86.6,60.0,19,1,0,0,0,17,43,5,0,3,0,47,29,3.63,5.9,,3,3,2022
Breece Hall,97636,HB,NYJ,1,8,1,1,41.0,16,0,39,2,3,1,21.0,75.0,1,2,22,0,0,74.1,69.4,79.7,,78.7,70.8,65.7,60.0,16,0,53,6,27,9,0,0,11,14,0,39,21,2.63,4.9,1.96,8,3,2022
Jerick McKinnon,8731,HB,KC,1,7,0,0,0.0,0,0,20,0,0,0,9.0,0.0,0,0,16,0,0,71.4,45.8,76.9,,36.8,50.4,45.9,60.0,6,0,0,0,20,8,0,0,0,7,0,20,9,1.29,2.9,0.0,6,3,2022
Marcus Mariota,9435,QB,ATL,1,5,0,0,0.0,0,0,-4,0,0,0,1.0,0.0,0,1,2,2,1,77.9,64.2,78.5,66.7,,,53.1,60.0,6,0,0,0,0,29,8,2,0,5,1,4,2,0.29,0.6,,2,3,2022
Alexander Mattison,45817,HB,MIN,1,7,5,0,0.0,0,0,28,0,0,5,22.0,196.4,0,2,18,0,2,71.9,72.2,74.5,,23.7,57.0,80.8,60.0,9,0,16,1,11,8,0,0,1,8,1,28,22,3.14,4.0,1.45,5,3,2022
Trestan Ebner,57159,HB,CHI,1,7,0,0,0.0,0,0,23,0,0,0,19.0,0.0,0,1,6,0,2,74.0,55.7,71.0,,,54.9,57.2,59.5,7,0,0,0,6,9,0,0,1,7,0,23,19,2.71,3.3,0.0,5,3,2022
D'Andre Swift,57212,HB,DET,1,7,0,0,0.0,0,0,31,1,0,0,14.0,0.0,0,0,11,0,4,72.7,52.1,76.2,,78.1,46.3,55.5,60.0,9,0,15,3,22,8,0,0,4,10,0,31,14,2.0,4.4,0.68,3,3,2022
Clyde Edwards-Helaire,57279,HB,KC,1,7,2,0,,0,0,0,0,1,2,13.0,46.4,0,1,16,0,3,72.8,72.0,74.4,,74.6,85.8,61.4,,4,0,39,5,17,6,0,0,5,12,1,0,13,1.86,0.0,2.29,3,3,2022
J.K. Dobbins,57366,HB,BLT,1,7,1,0,0.0,0,0,23,0,0,1,20.0,31.7,0,0,3,0,4,72.3,56.9,76.7,,48.1,59.5,57.0,60.0,5,0,17,2,14,9,0,0,2,9,0,23,20,2.86,3.3,1.21,3,3,2022
Craig Reynolds,94383,HB,DET,1,6,0,0,0.0,0,0,13,0,0,0,11.0,0.0,0,0,11,0,2,71.1,45.8,71.3,,7.4,61.7,49.9,,5,0,5,1,5,6,0,0,1,7,0,13,11,1.83,2.2,1.0,4,3,2022
Chase Edmonds,45851,HB,MIA,1,6,1,0,0.0,0,0,21,0,0,1,13.0,31.0,0,2,17,0,1,71.1,57.7,73.7,,18.7,33.0,72.6,60.0,8,0,6,1,8,8,0,0,1,7,2,21,13,2.17,3.5,0.75,5,3,2022
Justice Hill,45865,HB,BLT,1,6,1,1,56.7,34,0,60,0,0,1,13.0,36.1,2,2,3,0,5,70.6,57.3,74.7,,1.3,52.3,73.1,57.3,34,0,0,0,10,14,0,0,0,6,0,60,13,2.17,10.0,0.0,1,3,2022
Russell Wilson,7077,QB,DEN,1,3,0,0,0.0,0,0,-3,0,0,0,0.0,0.0,1,1,10,0,0,80.2,64.4,79.5,63.1,,,62.2,60.0,12,0,0,0,0,30,20,3,0,3,0,17,6,1.0,2.8,,0,3,2022
Tyler Allgeier,83639,HB,ATL,1,6,1,0,0.0,0,0,25,0,0,1,15.0,35.7,0,1,2,0,1,71.1,66.2,73.3,,76.2,57.3,66.5,60.0,7,0,5,1,8,11,0,0,1,7,0,25,15,2.5,4.2,0.63,5,3,2022
Joe Burrow,28022,QB,CIN,1,4,1,0,,0,0,-5,0,0,0,0.0,0.0,0,1,7,0,0,80.0,71.9,0.0,75.5,,,58.6,60.0,5,2,0,0,0,27,5,1,0,4,0,0,10,2.0,0.0,,0,3,2022
Mark Ingram II,6180,HB,NO,1,5,0,0,0.0,0,0,18,0,0,0,15.0,0.0,0,1,20,0,2,70.6,66.4,0.0,,86.4,54.5,69.6,60.0,7,1,0,0,7,7,0,0,0,5,1,18,15,3.0,3.6,0.0,3,3,2022
Eno Benjamin,57136,HB,ARZ,1,5,0,0,0.0,0,0,16,1,0,0,10.0,0.0,0,1,1,0,2,70.9,52.0,76.1,,77.9,39.8,59.9,60.0,9,0,7,2,13,6,0,0,4,7,0,16,10,2.0,3.2,0.54,1,3,2022
Sony Michel,27589,HB,LAC,1,5,0,0,0.0,0,0,22,1,0,0,15.0,0.0,0,1,27,0,1,70.3,55.1,71.4,,76.7,30.3,64.4,,8,0,9,1,6,5,0,0,2,6,0,22,15,3.0,4.4,1.5,4,3,2022
Mac Jones,60323,QB,NE,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,1,2,19,0,0,79.3,62.0,79.0,61.0,,,61.1,60.0,15,0,0,0,0,24,31,5,0,0,1,31,5,1.0,6.2,,0,3,2022
Deebo Samuel,48274,WR,SF,1,5,2,0,0.0,0,0,6,0,3,2,12.0,120.0,0,0,28,0,3,72.2,61.7,78.2,,,67.4,48.4,60.0,3,0,73,5,29,13,0,0,8,10,0,6,12,2.4,1.2,2.52,2,3,2022
Ryan Tannehill,7014,QB,TEN,1,4,0,0,0.0,0,0,2,0,0,0,2.0,0.0,0,1,31,1,0,27.5,65.7,78.5,63.4,,,64.8,60.0,3,0,0,0,0,27,0,0,0,4,1,2,2,0.5,0.5,,0,3,2022
Patrick Mahomes,11765,QB,KC,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,1,3,16,0,0,79.9,77.7,78.9,72.4,,,77.4,60.0,10,0,0,0,0,17,26,4,0,0,0,26,3,0.75,6.5,,0,3,2022
Zack Moss,40341,HB,BUF,1,4,1,1,93.5,43,0,46,0,1,1,5.0,50.0,1,1,4,0,3,69.4,71.6,74.9,,80.2,70.2,68.0,,43,0,6,1,7,4,0,0,1,5,0,46,5,1.25,11.5,0.86,1,3,2022
Darrell Henderson,41193,HB,LA,1,4,0,0,0.0,0,0,17,0,0,0,9.0,0.0,0,0,26,0,1,69.7,63.3,77.3,,80.4,50.7,63.3,72.4,7,0,0,0,15,5,0,0,1,4,0,17,9,2.25,4.3,0.0,3,3,2022
Austin Ekeler,12164,HB,LAC,1,4,2,0,0.0,0,0,5,0,5,2,11.0,160.4,0,0,27,0,2,72.7,69.1,76.9,,80.7,75.8,62.0,60.0,3,0,48,8,25,5,0,0,8,12,0,5,11,2.75,1.3,1.92,1,3,2022
Jaylen Warren,98692,HB,PIT,1,4,3,0,0.0,0,0,30,0,0,3,10.0,150.0,1,1,25,1,1,17.4,79.0,75.8,,76.3,94.2,58.8,,10,0,3,1,3,4,0,0,1,5,0,30,10,2.5,7.5,1.0,2,3,2022
DeeJay Dallas,55632,HB,SEA,1,3,0,1,76.2,16,0,21,0,1,0,7.0,46.7,1,1,29,0,0,71.5,62.0,72.8,,43.4,74.2,57.9,,16,0,17,2,8,3,0,0,2,5,0,21,7,2.33,7.0,2.13,2,3,2022
Matt Ryan,4317,QB,IND,1,2,0,0,0.0,0,0,1,0,0,0,1.0,0.0,0,1,14,2,0,22.6,56.1,79.3,54.8,,,62.8,60.0,3,0,0,0,0,26,3,1,0,2,0,4,3,1.0,1.3,,0,3,2022
Rex Burkhead,7971,HB,HST,1,3,1,0,0.0,0,0,9,0,0,1,7.0,33.3,0,0,13,0,2,71.6,56.9,74.7,,81.8,59.4,52.3,,4,0,21,4,15,4,0,0,5,7,0,9,7,2.33,3.0,1.4,1,3,2022
Brandon Bolden,7469,HB,LV,1,3,0,0,0.0,0,0,17,0,0,0,3.0,0.0,1,1,23,0,3,69.0,53.5,75.8,,33.6,54.3,54.1,,12,0,4,2,19,3,0,0,2,5,0,17,3,1.0,5.7,0.21,0,3,2022
Chuba Hubbard,57373,HB,CAR,1,3,1,0,0.0,0,0,25,0,0,1,21.0,233.3,1,2,5,0,1,67.2,67.8,70.6,,73.4,58.5,66.2,60.0,14,0,0,0,2,4,0,0,0,3,0,25,21,7.0,8.3,0.0,2,3,2022
J.D. McKissic,11047,HB,WAS,1,3,0,0,0.0,0,0,8,2,0,0,2.0,0.0,0,0,32,0,2,71.8,48.2,79.4,,37.8,47.5,49.8,60.0,6,0,32,6,30,4,0,0,8,9,0,8,2,0.67,2.7,1.07,1,3,2022
Trevor Lawrence,77632,QB,JAX,1,2,1,0,0.0,0,0,1,0,0,0,0.0,0.0,0,1,15,0,0,79.6,77.4,79.6,76.0,,,62.5,60.3,6,0,0,0,0,34,6,1,0,2,0,7,13,4.33,2.3,,0,3,2022
Kenneth Gainwell,77737,HB,PHI,1,3,0,0,0.0,0,0,6,0,0,0,5.0,0.0,0,0,24,0,1,67.2,45.5,74.6,,78.4,50.3,44.5,60.0,3,0,0,0,16,4,0,0,0,3,0,6,5,1.67,2.0,0.0,2,3,2022
Matthew Stafford,4924,QB,LA,1,2,0,0,0.0,0,0,-2,0,0,0,0.0,0.0,0,1,26,0,0,77.3,82.7,0.0,82.5,,,65.3,60.0,4,1,0,0,0,21,4,1,0,2,0,2,3,1.0,0.7,,0,3,2022
Isiah Pacheco,83747,HB,KC,1,3,0,0,0.0,0,0,9,0,0,0,4.0,0.0,0,0,16,0,2,19.9,60.0,69.2,,,57.9,60.4,,5,0,0,0,2,3,0,0,0,3,0,9,4,1.33,3.0,0.0,1,3,2022
David Montgomery,45719,HB,CHI,1,3,0,0,0.0,0,0,11,0,0,0,10.0,0.0,0,0,6,0,1,67.2,67.5,72.9,,77.5,56.1,67.7,59.8,5,0,0,0,4,5,0,0,0,3,0,11,10,3.33,3.7,0.0,1,3,2022
Curtis Samuel,11795,WR,WAS,1,3,1,1,115.4,15,0,13,0,0,1,23.0,76.7,1,1,32,0,0,71.8,60.8,78.8,,,59.6,63.1,58.8,15,0,48,7,47,14,0,0,10,10,0,13,23,7.67,4.3,1.02,1,3,2022
Kenneth Walker III,97199,HB,SEA,1,3,3,1,110.5,21,0,19,0,1,3,17.0,377.8,1,1,29,0,0,69.7,66.8,70.7,,,63.1,69.4,47.4,21,0,14,3,4,5,0,0,3,6,0,19,17,5.67,6.3,3.5,2,3,2022
Jacoby Brissett,10725,QB,CLV,1,3,0,0,0.0,0,0,11,0,0,0,7.0,0.0,0,3,8,0,0,78.8,92.5,79.4,90.4,,,79.7,60.0,6,0,0,0,0,38,0,0,0,3,0,11,7,2.33,3.7,,0,3,2022
Carson Wentz,10636,QB,WAS,1,0,1,0,0.0,0,0,0,0,0,0,,100.0,1,0,32,2,0,35.6,64.0,79.7,63.4,,,60.3,60.0,13,0,0,0,0,19,22,3,0,0,0,22,11,3.67,7.3,,0,3,2022
Nyheim Hines,48103,HB,IND,1,3,0,0,0.0,0,0,7,1,2,0,1.0,8.3,0,1,14,0,0,72.0,58.6,78.2,,26.9,59.1,59.8,60.0,7,0,23,5,22,8,0,0,6,8,0,7,1,0.33,2.3,1.05,3,3,2022
Dontrell Hilliard,45691,HB,TEN,1,2,0,0,0.0,0,0,14,0,0,0,10.0,0.0,1,0,31,0,0,66.7,70.0,74.5,,44.4,72.6,66.0,60.0,10,0,30,1,7,5,0,0,1,3,0,14,10,5.0,7.0,4.29,0,3,2022
Cooper Rush,12324,QB,DAL,1,2,0,0,0.0,0,0,-2,0,0,0,0.0,0.0,0,0,9,0,0,78.3,82.1,79.0,82.1,,,57.0,60.0,-1,0,0,0,0,33,0,0,0,2,0,-2,0,0.0,-1.0,,0,3,2022
Geno Smith,7820,QB,SEA,1,2,0,0,0.0,0,0,-1,0,0,0,1.0,0.0,0,1,29,0,0,80.4,69.2,79.3,67.6,,,63.6,60.0,2,0,0,0,0,24,0,0,0,2,0,-1,1,0.5,-0.5,,1,3,2022
Kyler Murray,38334,QB,ARZ,1,0,1,0,0.0,0,0,0,0,0,0,,100.0,0,0,1,1,0,81.7,61.9,79.9,62.6,,,54.2,60.1,6,0,0,0,0,20,8,2,0,0,0,8,3,1.5,4.0,,0,3,2022
D.J. Moore,48267,WR,CAR,1,2,1,0,0.0,0,0,13,0,0,1,14.0,233.3,0,0,5,0,0,67.2,53.9,78.8,,,51.1,63.4,52.6,9,0,2,1,29,31,0,0,5,3,0,13,14,7.0,6.5,0.07,0,3,2022
Boston Scott,39462,HB,PHI,1,2,0,0,,0,0,0,0,0,0,4.0,0.0,0,0,24,0,1,65.2,51.3,67.6,,,55.8,53.3,60.0,1,0,0,0,4,3,0,0,0,2,0,0,4,2.0,0.0,0.0,1,3,2022
Devin Duvernay,40006,WR,BLT,1,2,0,0,0.0,0,0,-2,0,0,0,5.0,0.0,0,0,3,0,1,72.2,67.1,77.4,,,70.7,54.2,54.5,2,0,25,2,22,13,0,0,2,4,0,-2,5,2.5,-1.0,1.14,1,3,2022
Jared Goff,10635,QB,DET,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,11,0,0,79.8,64.2,79.6,64.8,,,54.2,60.0,5,0,0,0,0,33,8,2,0,0,0,8,10,5.0,4.0,,0,3,2022
Mitchell Trubisky,11757,QB,PIT,1,2,1,0,0.0,0,0,7,0,0,1,6.0,150.0,0,1,25,0,0,79.0,80.3,78.6,77.6,,,67.8,60.0,6,0,0,0,0,22,0,0,0,2,1,7,6,3.0,3.5,,2,3,2022
Jameis Winston,9434,QB,NO,1,2,0,0,0.0,0,0,5,0,0,0,3.0,0.0,0,0,20,2,0,30.0,67.6,79.3,71.6,,,60.0,60.0,5,0,0,0,0,23,0,0,0,2,0,5,3,1.5,2.5,,0,3,2022
Equanimeous St. Brown,47967,WR,CHI,1,2,2,1,95.3,41,0,43,0,0,2,19.0,633.3,1,1,6,0,0,66.7,67.9,78.4,,,59.7,78.6,57.1,41,0,20,1,23,31,0,0,2,3,0,43,19,9.5,21.5,0.87,0,3,2022
Derek Carr,8671,QB,LV,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,1,2,23,0,0,80.6,78.4,79.4,74.1,,60.0,76.0,60.0,11,2,0,0,1,17,17,2,0,0,0,17,0,0.0,8.5,0.0,0,3,2022
Ja'Marr Chase,84270,WR,CIN,1,2,0,0,0.0,0,0,-2,0,0,0,3.0,0.0,0,0,7,1,1,18.7,53.3,79.0,,,55.1,52.0,60.2,-1,0,29,6,39,18,0,0,10,8,0,-2,3,1.5,-1.0,0.74,0,3,2022
Zay Jones,11792,WR,JAX,1,1,1,0,,0,0,0,0,3,1,4.0,145.5,0,0,15,0,0,71.7,81.2,81.2,,,82.5,56.6,53.8,0,0,85,10,32,25,0,0,11,11,0,0,4,4.0,0.0,2.66,0,3,2022
Matt Breida,12271,HB,NYG,1,1,0,0,0.0,0,0,3,0,0,0,2.0,0.0,0,1,21,0,0,61.9,67.4,71.8,,48.9,58.2,60.0,60.0,3,0,0,0,3,2,0,0,0,1,0,3,2,2.0,3.0,0.0,0,3,2022
Zach Pascal,12303,WR,PHI,1,1,0,0,,0,0,0,0,1,0,2.0,50.0,0,0,24,0,0,67.4,64.8,78.8,,48.8,71.2,56.0,55.9,0,0,18,3,15,14,0,0,3,4,0,0,2,2.0,0.0,1.2,0,3,2022
Darrel Williams,13014,HB,ARZ,1,1,0,0,0.0,0,0,7,0,0,0,8.0,0.0,0,0,1,0,0,61.9,58.9,74.2,,27.4,52.5,62.2,,7,1,0,0,10,1,0,0,1,1,0,7,8,8.0,7.0,0.0,1,3,2022
Joshua Kelley,13750,HB,LAC,1,1,0,0,0.0,0,0,-3,0,0,0,0.0,0.0,0,0,27,0,0,66.2,48.7,73.1,,13.8,62.2,60.0,,-3,0,6,2,7,1,0,0,2,3,0,-3,0,0.0,-3.0,0.86,1,3,2022
Evan Engram,11778,TE,JAX,1,1,0,0,,0,0,0,0,1,0,0.0,0.0,0,0,15,0,1,66.2,58.5,79.9,,62.3,56.0,59.2,64.7,0,0,9,1,32,24,0,0,3,2,0,0,0,0.0,0.0,0.28,0,3,2022
Justin Herbert,28237,QB,LAC,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,1,27,1,0,30.4,62.9,78.8,61.1,,,63.9,60.0,7,0,0,0,0,11,7,1,0,0,0,7,0,0.0,7.0,,0,3,2022
Richie James Jr.,28991,WR,NYG,1,1,1,0,0.0,0,0,4,1,0,1,8.0,160.0,0,0,21,0,0,72.5,62.8,75.4,,65.7,60.9,63.1,61.3,4,0,36,4,40,8,0,0,5,5,0,4,8,8.0,4.0,0.9,0,3,2022
Alec Ingold,34934,FB,MIA,1,1,0,0,,0,0,0,1,0,0,0.0,0.0,0,0,17,0,0,61.9,30.6,73.7,,,31.9,60.0,45.0,0,0,0,0,5,7,0,0,1,1,0,0,0,0.0,0.0,0.0,0,3,2022
Jonathan Williams,10790,HB,WAS,1,1,0,0,0.0,0,0,6,0,0,0,5.0,0.0,0,1,32,0,1,61.9,64.4,64.4,,,59.9,61.9,,6,0,0,0,1,1,0,0,0,1,0,6,5,5.0,6.0,0.0,0,3,2022
DeAndre Carter,9859,WR,LAC,1,1,0,0,0.0,0,0,-5,0,0,0,0.0,0.0,0,0,27,0,0,71.7,57.5,77.3,,,58.1,59.2,56.8,-5,0,31,3,34,8,0,0,4,4,0,-5,0,0.0,-5.0,0.91,0,3,2022
Michael Burton,9601,FB,KC,1,1,0,0,0.0,0,0,2,0,0,0,2.0,0.0,0,1,16,0,0,61.9,69.0,70.5,,70.4,,62.3,58.3,2,0,0,0,0,4,0,0,0,1,0,2,2,2.0,2.0,,0,3,2022
Chase Claypool,42312,WR,PIT,1,1,1,0,0.0,0,1,11,0,0,1,8.0,200.0,1,1,25,0,0,67.4,56.0,0.0,,,60.6,63.1,34.7,11,1,35,3,33,19,0,0,5,4,0,11,8,8.0,11.0,1.06,0,3,2022
Avery Williams,42873,HB,ATL,1,1,1,0,0.0,0,0,9,0,0,1,5.0,500.0,0,1,2,0,0,66.2,65.6,72.3,,,56.5,63.0,59.8,9,0,0,0,2,2,0,0,0,1,0,9,5,5.0,9.0,0.0,0,3,2022
Breshad Perriman,9459,WR,TB,1,1,0,0,,0,0,0,0,1,0,0.0,0.0,0,0,30,2,0,13.9,54.3,77.7,,,56.9,60.0,37.8,0,0,44,3,30,14,0,0,4,4,0,0,0,0.0,0.0,1.47,0,3,2022
Travis Homer,45859,HB,SEA,1,1,0,0,0.0,0,0,7,0,0,0,6.0,0.0,0,0,29,0,1,61.9,65.6,66.3,,73.1,,62.6,,7,0,0,0,0,1,0,0,0,1,0,7,6,6.0,7.0,,0,3,2022
Tom Brady,698,QB,TB,1,1,0,0,0.0,0,0,-1,0,0,0,0.0,0.0,0,0,30,0,0,80.6,68.6,79.0,66.7,,,64.7,60.0,-1,0,0,0,0,15,0,0,0,1,0,-1,0,0.0,-1.0,,0,3,2022
Jimmy Garoppolo,8697,QB,SF,1,1,0,0,,0,0,0,0,0,0,0.0,0.0,0,0,28,1,0,27.7,42.4,78.5,47.3,,,43.9,60.0,0,0,0,0,0,21,0,0,0,1,0,0,0,0.0,0.0,,0,3,2022
Baker Mayfield,46518,QB,CAR,1,1,0,0,0.0,0,0,-1,0,0,0,0.0,0.0,0,0,5,0,0,77.4,46.5,78.7,45.9,,,60.0,60.0,-1,0,0,0,0,32,0,0,0,1,0,-1,0,0.0,-1.0,,0,3,2022
Davante Adams,8688,WR,LV,1,1,1,0,0.0,0,0,-4,0,1,1,0.0,0.0,0,0,23,0,0,69.1,58.1,81.5,,66.1,58.2,59.2,56.5,-4,0,36,5,47,17,0,0,9,6,0,-4,0,0.0,-4.0,0.77,0,3,2022
Braxton Berrios,47961,WR,NYJ,1,1,0,0,0.0,0,0,-2,0,0,0,1.0,0.0,0,0,22,0,0,70.4,49.4,74.0,,,51.1,58.5,59.9,-2,0,0,0,16,7,0,0,1,1,0,-2,1,1.0,-2.0,0.0,0,3,2022
M.J. Stewart,49397,S,HST,1,1,0,0,0.0,0,0,3,0,0,0,3.0,0.0,0,1,13,0,0,61.9,65.0,65.0,,,,63.1,,3,0,0,0,0,1,0,0,0,1,0,3,3,3.0,3.0,,0,3,2022
Travis Kelce,7844,TE,KC,1,1,0,0,0.0,0,0,1,2,3,0,1.0,60.0,0,1,16,0,0,68.0,68.6,79.2,,72.9,66.9,,62.3,1,0,58,4,37,12,0,0,8,5,0,1,1,1.0,1.0,1.57,0,3,2022
Aaron Rodgers,2241,QB,GB,1,1,0,0,0.0,0,0,-1,0,0,0,0.0,0.0,0,0,12,0,0,78.8,70.3,78.8,69.1,,,60.0,60.0,-1,1,0,0,0,25,0,0,0,1,0,-1,0,0.0,-1.0,,0,3,2022
Treylon Burks,99218,WR,TEN,1,1,0,0,0.0,0,0,8,1,0,0,6.0,0.0,0,0,31,0,0,64.6,54.2,77.3,,,52.6,63.1,54.5,8,0,13,1,27,10,0,0,2,2,0,8,6,6.0,8.0,0.48,0,3,2022
Kirk Cousins,7102,QB,MIN,1,1,0,0,0.0,0,0,-1,0,0,0,0.0,0.0,0,0,18,0,0,80.2,76.6,79.3,75.0,,,60.0,60.0,-1,0,0,0,0,25,0,0,0,1,0,-1,0,0.0,-1.0,,0,3,2022
Tua Tagovailoa,60326,QB,MIA,1,1,0,0,,0,0,0,0,0,0,0.0,0.0,0,0,17,0,0,76.3,80.5,77.3,82.1,,,56.7,60.0,0,0,0,0,0,18,0,0,0,1,0,0,0,0.0,0.0,,0,3,2022
Jordan Mason,62946,HB,SF,1,1,0,0,0.0,0,0,7,0,0,0,2.0,0.0,0,0,28,0,0,61.9,51.3,70.9,,,57.4,56.3,60.0,7,0,0,0,2,3,0,0,0,1,0,7,2,2.0,7.0,0.0,1,3,2022
James Cook,83666,HB,BUF,1,1,0,0,0.0,0,0,3,0,1,0,1.0,20.0,0,1,4,0,1,68.3,85.1,73.1,,73.4,91.8,63.1,60.0,3,0,37,4,7,2,0,0,5,5,0,3,1,1.0,3.0,5.29,0,3,2022
Jaylen Waddle,84088,WR,MIA,1,1,0,0,0.0,0,0,9,0,1,0,2.0,40.0,0,0,17,0,0,68.3,90.7,76.8,,,91.4,56.6,49.1,9,0,102,4,16,13,0,0,5,5,0,9,2,2.0,9.0,6.38,0,3,2022
C.J. Beathard,11859,QB,JAX,1,1,0,0,0.0,0,0,-1,0,0,0,0.0,0.0,0,0,15,0,0,61.9,60.0,64.6,,,,60.0,,-1,0,0,0,0,1,0,0,0,1,0,-1,0,0.0,-1.0,,0,3,2022
Cooper Kupp,11824,WR,LA,1,1,0,1,100.0,20,0,20,1,1,0,1.0,20.0,1,1,26,0,0,68.3,80.2,77.3,,,72.8,63.1,91.4,20,0,44,4,27,21,0,0,6,5,1,20,1,1.0,20.0,1.63,0,3,2022
Isaiah McKenzie,11927,WR,BUF,1,1,0,0,0.0,0,0,6,0,3,0,1.0,37.5,0,1,4,0,0,69.5,74.4,78.9,,,75.7,,33.0,6,0,76,7,41,5,0,0,9,8,0,6,1,1.0,6.0,1.85,0,3,2022
